material_id,formula,e_above_hull,formation_energy_per_atom
mp-10341,"{'Te': 1.0, 'Ge': 1.0, 'O': 6.0, 'Sr': 1.0}",0.0,-2.2910061069444447
mp-10343,"{'Sc': 2.0, 'C': 2.0, 'B': 1.0}",0.0,-0.571772406833334
mp-10348,"{'Sc': 3.0, 'La': 1.0, 'O': 12.0, 'B': 4.0}",0.0002109089999997593,-3.4884460564583337
mp-10349,"{'Te': 1.0, 'Na': 2.0, 'Sn': 1.0, 'O': 6.0}",0.0381751076250012,-1.88111146625
mp-10351,"{'Tm': 3.0, 'C': 1.0, 'Ga': 1.0}",1.479594520833334,1.1885973282500004
mp-10356,"{'In': 1.0, 'Ho': 3.0, 'C': 1.0}",1.9547323799999992,1.59186544625
mp-10367,"{'Hf': 1.0, 'Sb': 1.0, 'Rh': 1.0}",0.4869376042735025,-0.19783515500000112
mp-10371,"{'Ga': 1.0, 'Cr': 2.0, 'N': 1.0}",0.0,-0.4004331943449992
mp-1038,"{'Mg': 1.0, 'Cu': 2.0}",0.0,-0.1454153516666666
mp-10390,"{'Ta': 2.0, 'O': 5.0}",0.007567818571429186,-3.3479807308928566
mp-10398,"{'Ho': 1.0, 'Ni': 4.0, 'B': 1.0}",0.0,-0.5032097911111109
mp-104,{'Sb': 1.0},0.0,0.0
mp-10412,"{'S': 4.0, 'Sb': 2.0, 'Mn': 1.0}",0.009274135714288256,-0.7282074596613299
mp-10413,"{'C': 4.0, 'N': 4.0, 'Ag': 1.0, 'B': 1.0}",0.4320316932859996,0.13772180388133393
mp-10422,"{'Au': 1.0, 'Na': 1.0, 'C': 2.0}",0.4145892247916665,0.2525822543750005
mp-10435,"{'Si': 2.0, 'Al': 2.0, 'Y': 1.0}",0.008836014999999975,-0.3776219519999998
mp-10437,"{'Se': 2.0, 'Ba': 1.0, 'Cu': 2.0}",0.03440853050000037,-0.8506980854374995
mp-10443,"{'Au': 1.0, 'Yb': 1.0, 'Si': 1.0}",0.0,-0.7759894833333334
mp-10445,"{'Sc': 6.0, 'Te': 2.0, 'Fe': 1.0}",0.0,-0.6268832155555555
mp-10453,"{'Ru': 2.0, 'Si': 2.0, 'Lu': 1.0}",0.0,-0.8968340580000003
mp-10455,"{'Y': 1.0, 'Ge': 1.0, 'Ti': 1.0}",0.022264069999999414,-0.6861212638888882
mp-10456,"{'Hf': 1.0, 'Si': 1.0, 'Pt': 1.0}",0.0,-1.1107868425000005
mp-10468,"{'Pt': 2.0, 'Ce': 1.0, 'B': 1.0}",0.01568804381944489,-0.8680846549999993
mp-10474,"{'F': 6.0, 'Na': 1.0, 'P': 1.0}",0.0,-3.0651203375294047
mp-10476,"{'S': 2.0, 'Er': 1.0, 'Na': 1.0, 'O': 8.0}",0.0,-2.665321850677083
mp-10477,"{'Se': 2.0, 'Ag': 3.0, 'Rb': 1.0}",0.0,-0.4290689820312495
mp-10478,"{'Ce': 1.0, 'As': 1.0, 'Rh': 1.0}",0.0,-1.1447746541666664
mp-10485,"{'Li': 1.0, 'Sb': 1.0, 'Ba': 1.0}",0.0,-0.9442017349999996
mp-10504,"{'Sc': 1.0, 'Os': 3.0, 'B': 4.0}",0.0,-0.4565583620833333
mp-10509,"{'F': 2.0, 'O': 3.0, 'Ga': 1.0, 'Ba': 1.0, 'B': 1.0}",0.0,-3.179109082849583
mp-1051,"{'Er': 1.0, 'Ni': 3.0}",0.0,-0.4327223775000005
mp-1053,"{'Zn': 1.0, 'Nd': 1.0}",0.0,-0.3177283124999999
mp-10554,"{'Tl': 1.0, 'Ca': 3.0, 'N': 1.0}",0.01463765733333444,-0.7171697824759995
mp-10555,"{'Re': 1.0, 'Li': 1.0, 'N': 4.0, 'Ba': 2.0}",0.0,-0.9737279005649996
mp-10559,"{'Au': 1.0, 'Gd': 3.0, 'O': 6.0}",0.0,-3.0966710732499987
mp-10560,"{'Au': 1.0, 'Sm': 3.0, 'O': 6.0}",0.0,-3.0916938447500004
mp-1058,"{'Pd': 1.0, 'F': 2.0}",0.02424169388889119,-1.3926400557933334
mp-10581,"{'Al': 2.0, 'Ge': 2.0, 'Nd': 1.0}",0.0,-0.4412270849999999
mp-10584,"{'Os': 1.0, 'Li': 1.0, 'Ba': 2.0, 'O': 6.0}",0.0,-2.4573386882499997
mp-1059,"{'Cd': 1.0, 'Nd': 1.0}",0.0,-0.32068374749999995
mp-10601,"{'C': 1.0, 'Y': 3.0, 'Ga': 1.0}",0.0,-0.4817754087499999
mp-10607,"{'Tl': 1.0, 'C': 1.0, 'Lu': 3.0}",0.0,-0.5236422837500001
mp-1061,"{'Pr': 1.0, 'Pt': 2.0}",0.0,-1.028651621666666
mp-10621,"{'S': 2.0, 'Sb': 1.0, 'Rb': 1.0}",0.0,-1.05409137828125
mp-10631,{'Sb': 1.0},0.3082833800000002,0.3082833800000002
mp-10633,"{'S': 2.0, 'Tm': 1.0}",1.636224858697917,-0.428332329375
mp-10638,"{'Zr': 1.0, 'Sb': 1.0}",0.007622544166666856,-0.7088407883333332
mp-10647,"{'Tl': 1.0, 'Se': 1.0}",0.20224212749999992,-0.07341949429687533
mp-10653,"{'Te': 1.0, 'Sr': 1.0}",0.2390955299999997,-1.50719877
mp-10656,"{'Te': 1.0, 'Tm': 1.0}",0.0172698699999998,-1.1441012925000005
mp-10659,{'Ho': 1.0},0.004968480000000497,0.004968480000000497
mp-1066,"{'Yb': 1.0, 'N': 1.0}",0.31786316375000023,-0.7080471811900004
mp-10677,"{'Ca': 1.0, 'Au': 1.0, 'P': 1.0}",0.0,-0.8852060893650796
mp-10679,{'Ba': 1.0},0.020117149999999917,0.020117149999999917
mp-1068,"{'S': 2.0, 'Cu': 1.0}",0.00507979749999965,-0.5388604918750003
mp-10681,"{'Au': 1.0, 'B': 2.0}",0.6670766488888855,0.6670766488888885
mp-10683,{'Ca': 1.0},0.39616078,0.39616078
mp-10688,"{'Ce': 1.0, 'O': 1.0}",0.0,-3.2400232806250013
mp-10694,"{'Sc': 1.0, 'F': 3.0}",0.0,-4.3203141196425
mp-10697,"{'Ge': 2.0, 'Rh': 2.0, 'Sr': 1.0}",0.0,-0.7909074759999996
mp-107,{'Pu': 1.0},0.6230432031250004,0.6230432031250004
mp-1070,"{'Se': 1.0, 'Cd': 1.0}",0.001059184999999907,-0.6265215342968751
mp-10700,"{'C': 1.0, 'Ni': 3.0, 'Mg': 1.0}",0.0,-0.13792692274999965
mp-10709,"{'C': 1.0, 'Re': 1.0}",0.969450791562508,0.9444282231249996
mp-1072,"{'Nb': 5.0, 'Ga': 13.0}",0.0,-0.3133952175000003
mp-10731,"{'Pr': 1.0, 'Sb': 1.0, 'O': 6.0, 'Ba': 2.0}",0.006357768999996516,-3.00481959575
mp-10740,{'Pa': 1.0},0.0,0.0
mp-10744,"{'Si': 3.0, 'Pt': 2.0}",0.012069611999999452,-0.5250684770000007
mp-10749,"{'Sr': 1.0, 'Sb': 1.0, 'Cu': 1.0}",0.0,-0.7090699566666666
mp-10752,{'Er': 1.0},0.030201349999999568,0.030201349999999568
mp-10755,"{'Fe': 1.0, 'Sb': 1.0, 'Ti': 1.0}",0.0,-0.3639493388888901
mp-10772,"{'Ce': 1.0, 'As': 1.0, 'O': 4.0}",0.03803759697916576,-2.7362324800000004
mp-10779,"{'Se': 2.0, 'Nd': 1.0, 'Rb': 1.0}",0.0,-1.7330175505468757
mp-1078,"{'Ca': 1.0, 'Cd': 2.0}",0.008160314166666627,-0.3333340275
mp-10795,"{'S': 3.0, 'Ta': 1.0, 'Tl': 1.0}",0.0,-1.1917041359374998
mp-10796,"{'Se': 1.0, 'Hg': 1.0, 'O': 4.0}",0.0,-0.980203788098958
mp-10797,"{'Ca': 1.0, 'Si': 1.0, 'Ni': 2.0}",0.0,-0.5456727087499997
mp-10811,"{'Na': 1.0, 'Sr': 4.0, 'N': 6.0, 'B': 3.0}",0.0,-1.2326952628057148
mp-10835,"{'S': 4.0, 'Cu': 1.0, 'Sm': 2.0, 'Rb': 1.0}",0.0,-1.9723873907812508
mp-1084,"{'Zr': 1.0, 'B': 12.0}",0.017219714102569842,-0.21155839153846154
mp-10846,"{'Se': 1.0, 'As': 1.0, 'Ni': 1.0}",0.0,-0.2894056178645836
mp-10851,"{'Si': 1.0, 'O': 2.0}",0.01257799444444352,-3.2720686963888888
mp-10860,"{'C': 1.0, 'Ni': 2.0, 'Ce': 1.0, 'B': 2.0}",0.0,-0.4812308353472214
mp-10863,"{'Yb': 5.0, 'Li': 4.0, 'Ge': 4.0}",0.032951487209401886,-0.5001739115384615
mp-1087,"{'S': 1.0, 'Sr': 1.0}",0.0,-2.4823681670312503
mp-10871,"{'Au': 1.0, 'Al': 1.0}",0.14637962000000027,-0.24602131000000016
mp-10876,"{'Al': 7.0, 'Ca': 3.0, 'Cu': 2.0}",0.0,-0.32508600083333344
mp-10884,"{'Fe': 1.0, 'Al': 1.0, 'Co': 2.0}",0.0,-0.35505664500000034
mp-10889,"{'La': 3.0, 'Al': 1.0}",0.014699531250000675,-0.1917270831250004
mp-10891,"{'Pd': 2.0, 'Al': 1.0, 'Mn': 1.0}",0.031863155905172746,-0.5939254328448271
mp-10895,"{'Al': 1.0, 'V': 1.0, 'Mn': 2.0}",0.0,-0.31383058318965595
mp-10898,"{'Sc': 1.0, 'Al': 1.0, 'Ni': 2.0}",0.0,-0.6280323525
mp-10900,"{'Al': 3.0, 'Os': 1.0, 'U': 2.0}",0.08008583760416688,-0.2504630766666658
mp-10903,"{'Al': 1.0, 'Pt': 1.0}",0.1031321437499999,-0.9449376899999996
mp-10907,"{'Al': 3.0, 'Pu': 1.0}",0.4672879208333329,0.1998443907812497
mp-10924,"{'P': 4.0, 'Mg': 1.0, 'Co': 6.0}",0.0,-0.6343086615800864
mp-10935,"{'Er': 1.0, 'F': 1.0, 'Na': 1.0, 'P': 1.0, 'O': 4.0}",0.0038334356250011577,-3.383814299910654
mp-10948,"{'Si': 1.0, 'O': 2.0}",0.2543843558333325,-3.030262335
mp-10953,"{'Sc': 2.0, 'S': 4.0, 'Cd': 1.0}",0.0,-1.9419852444642864
mp-10955,"{'Se': 4.0, 'Hg': 2.0, 'Sn': 1.0}",0.0007295114285712501,-0.2664749134821425
mp-10956,"{'La': 1.0, 'As': 1.0, 'Rh': 1.0}",0.0,-1.1652233975
mp-10967,"{'Se': 4.0, 'Cd': 1.0, 'Ge': 1.0, 'Cu': 2.0}",0.0,-0.34288021492187504
mp-10969,"{'C': 1.0, 'N': 2.0, 'Cd': 1.0}",0.0,-0.0934316358774998
mp-10983,"{'Er': 1.0, 'V': 1.0, 'B': 4.0}",0.0,-0.7316431236111107
mp-10985,"{'S': 2.0, 'Cu': 3.0, 'Rb': 1.0}",0.0,-0.6777653780208333
mp-10989,"{'Yb': 1.0, 'K': 1.0, 'Se': 2.0}",0.21688272458333333,-1.304735619296875
mp-10993,"{'Er': 1.0, 'As': 2.0, 'Cu': 1.0}",0.0,-0.7986332549999995
mp-11,{'As': 1.0},0.0,0.0
mp-11011,"{'Te': 4.0, 'Nd': 1.0, 'Rb': 1.0}",0.001639313571428325,-0.9609188758333336
mp-11016,"{'Cd': 1.0, 'N': 3.0, 'O': 6.0, 'Rb': 1.0}",0.03854933430602614,-1.1493900058763642
mp-11023,"{'Sc': 1.0, 'Au': 1.0, 'O': 2.0}",0.013259650677085231,-2.575103665624999
mp-1104,"{'La': 1.0, 'Mg': 1.0}",0.0,-0.12607535625000033
mp-11040,"{'Eu': 1.0, 'Zn': 1.0, 'Sn': 1.0}",0.0,-0.5479129166666669
mp-11073,"{'In': 3.0, 'Ti': 3.0, 'Rh': 2.0}",0.0,-0.4695888474999999
mp-11078,"{'In': 2.0, 'Rh': 1.0, 'Ba': 1.0}",0.0,-0.4757368624999998
mp-1108,"{'Ta': 1.0, 'B': 2.0}",0.0,-0.6525930044444443
mp-11084,"{'Au': 1.0, 'Eu': 1.0, 'Cd': 1.0}",0.0,-0.6319571483333336
mp-11085,"{'Au': 1.0, 'Yb': 1.0, 'Cd': 1.0}",0.0,-0.7098145208333335
mp-11086,"{'La': 2.0, 'Mg': 1.0, 'Cu': 2.0}",0.0,-0.1995175950000004
mp-111,{'Ne': 1.0},0.0,0.0
mp-11100,"{'In': 5.0, 'Yb': 1.0, 'Rh': 1.0}",0.0,-0.4024561442857149
mp-11101,"{'In': 1.0, 'Rh': 1.0, 'Lu': 1.0}",0.0,-0.7658778324999993
mp-1111,"{'Si': 3.0, 'Mn': 5.0}",0.045525093749999364,-0.3484991414870695
mp-11113,"{'Te': 1.0, 'As': 1.0, 'Ti': 1.0}",0.0,-0.6871437105555552
mp-11115,"{'Pd': 1.0, 'Se': 5.0, 'Cu': 1.0, 'Rb': 1.0}",0.0,-0.4323586672460942
mp-11121,"{'Cs': 1.0, 'Cd': 1.0, 'Se': 3.0, 'Tb': 1.0}",0.0,-1.3720165212413196
mp-1114,"{'V': 1.0, 'P': 1.0}",0.0,-0.8210093140476191
mp-11155,"{'Ga': 1.0, 'Mg': 1.0, 'Nd': 1.0}",0.0,-0.4929405516666666
mp-11168,"{'Ca': 1.0, 'P': 2.0, 'Ir': 2.0}",0.0,-0.8886505032380957
mp-11169,"{'Ir': 2.0, 'P': 2.0, 'Ba': 1.0}",0.0,-0.8341232352380956
mp-11176,"{'Ir': 4.0, 'Ca': 3.0, 'Si': 4.0}",0.0,-0.8706870709090908
mp-11184,"{'Pt': 7.0, 'Sb': 4.0, 'Nd': 3.0}",0.0,-0.8815709267857141
mp-11191,"{'Si': 2.0, 'Cr': 1.0}",0.011405798888889151,-0.3627529511111113
mp-11192,"{'Ta': 1.0, 'Si': 2.0}",0.0,-0.4787562777777781
mp-11194,"{'Nd': 1.0, 'Ni': 4.0, 'Mg': 1.0}",0.0,-0.3288054483333334
mp-11202,"{'Fe': 1.0, 'Y': 6.0, 'Sb': 2.0}",0.0,-0.5610196766666667
mp-11204,"{'Fe': 1.0, 'Tm': 6.0, 'Sb': 2.0}",0.0,-0.5542503533333334
mp-11209,"{'Al': 1.0, 'As': 1.0}",0.2473311024999996,-0.23665885499999995
mp-1121,"{'Ga': 1.0, 'Co': 1.0}",0.0,-0.2794997300000004
mp-11217,"{'Sb': 1.0, 'Ag': 1.0, 'Sr': 1.0}",0.20969007006410226,-0.4209717266666668
mp-11222,"{'Al': 1.0, 'Sm': 3.0}",0.02799564531250009,-0.1718060500000007
mp-11226,"{'Al': 1.0, 'Tb': 3.0}",0.017468891666666764,-0.1908204324999998
mp-11228,"{'Al': 1.0, 'Y': 1.0}",0.004483065833332135,-0.4175577500000003
mp-11240,"{'Au': 1.0, 'Dy': 1.0}",0.026636977500000825,-0.8623078849999994
mp-11243,"{'Au': 1.0, 'Er': 1.0}",0.0,-0.8958894524999996
mp-11245,"{'Au': 1.0, 'Ho': 1.0}",0.0219856924999986,-0.8707794450000002
mp-11258,"{'Au': 1.0, 'Tb': 1.0}",0.031175997500000108,-0.8502296983333331
mp-11260,"{'Au': 1.0, 'Ti': 3.0}",0.1226055512500004,-0.2276948525
mp-11261,"{'Au': 1.0, 'Y': 1.0}",0.0,-0.8561512950000001
mp-11262,"{'Au': 4.0, 'Yb': 1.0}",0.0,-0.5535368460000004
mp-11263,"{'Au': 1.0, 'Zr': 3.0}",0.0,-0.34064662000000023
mp-11265,"{'Ca': 1.0, 'Ba': 1.0, 'Sn': 1.0}",0.0,-0.6797245033333331
mp-11275,"{'Be': 2.0, 'Re': 1.0}",0.0,-0.3916342708333336
mp-11277,"{'Sc': 1.0, 'Be': 5.0}",0.0,-0.20773362000000026
mp-11282,"{'Be': 2.0, 'W': 1.0}",0.0,-0.3095550316666665
mp-11285,"{'Ca': 3.0, 'Ni': 4.0, 'Ga': 4.0}",0.0,-0.4877642618181813
mp-11288,"{'Ca': 3.0, 'Hg': 2.0}",0.0,-0.4733960190000001
mp-11290,"{'Ca': 1.0, 'Sn': 3.0}",0.0,-0.3921088175
mp-11294,"{'Dy': 1.0, 'Cd': 2.0}",0.0,-0.3187799799999998
mp-11295,"{'Dy': 1.0, 'Cd': 3.0}",0.0,-0.2847897112499997
mp-11305,"{'Li': 2.0, 'Cd': 1.0, 'Pb': 1.0}",0.0,-0.27196601499999984
mp-11310,"{'Cd': 1.0, 'Ni': 1.0}",0.3941483316666661,0.37558663958333344
mp-11313,"{'Zr': 1.0, 'Cd': 3.0}",0.0,-0.10661678250000016
mp-11318,"{'Ce': 1.0, 'Pt': 3.0}",0.0,-0.983711025
mp-11328,"{'W': 1.0, 'P': 2.0}",0.0,-0.38363901873015865
mp-11335,"{'Be': 1.0, 'Se': 1.0}",0.5433316399999999,-0.2573460892968749
mp-1136,"{'Na': 3.0, 'As': 1.0}",0.0012181050000013016,-0.4211726062499999
mp-11368,"{'Er': 5.0, 'Ga': 3.0}",0.0,-0.4735770887500004
mp-11369,"{'Er': 1.0, 'Hg': 2.0}",0.01574803666666646,-0.35846014666666665
mp-11370,"{'Er': 1.0, 'In': 1.0}",0.0,-0.4412875300000003
mp-1138,"{'F': 1.0, 'Li': 1.0}",0.0,-3.180438733095
mp-11382,"{'Fe': 5.0, 'Nd': 1.0}",0.03799491083333173,0.03799491083333351
mp-11383,"{'Fe': 2.0, 'Np': 1.0}",0.12802603375000032,0.12802603375000032
mp-11385,"{'Fe': 5.0, 'Y': 1.0}",0.0,-0.04377334333333257
mp-11413,"{'Sc': 1.0, 'Ga': 2.0}",0.01802370333333414,-0.5439836799999996
mp-11421,{'Gd': 1.0},0.0903767050000006,0.0903767050000006
mp-11433,"{'Er': 1.0, 'Ga': 1.0, 'Co': 1.0}",0.0,-0.4955041383333333
mp-11438,"{'Sc': 1.0, 'Fe': 6.0, 'Ga': 6.0}",0.0,-0.31377123615384594
mp-11441,"{'Hf': 2.0, 'Ga': 3.0}",0.0,-0.4933608580000005
mp-11442,"{'Ho': 1.0, 'Ni': 1.0, 'Ga': 1.0}",0.0,-0.653497213333333
mp-11472,"{'Hg': 2.0, 'Sr': 1.0}",0.002740178333335397,-0.48069722
mp-1148,"{'Pd': 1.0, 'Th': 2.0}",0.0,-0.5188162183333335
mp-11491,"{'Ni': 5.0, 'Lu': 1.0}",0.0,-0.3429738199999998
mp-11492,"{'Ni': 2.0, 'Lu': 1.0, 'Sn': 1.0}",0.014027294999999995,-0.5189180100000002
mp-11503,"{'Zn': 1.0, 'Mn': 1.0}",0.08577485620689984,0.07177929931034566
mp-1153,"{'S': 1.0, 'Li': 2.0}",0.0,-1.5601721446875
mp-11535,"{'Os': 2.0, 'Np': 1.0}",0.188076527083334,0.18807652708333225
mp-11540,"{'O': 1.0, 'Pt': 1.0}",0.9373830174999912,0.196901429375
mp-11554,"{'Zr': 1.0, 'Pt': 1.0}",0.001339585909091667,-0.91141382
mp-1156,"{'Sb': 1.0, 'Ga': 1.0}",0.0,-0.16416921750000002
mp-11561,"{'Rh': 1.0, 'Tb': 1.0}",0.0,-0.8639246233333333
mp-11563,"{'Rh': 1.0, 'Ti': 1.0}",0.027451375000000056,-0.7177069183333327
mp-11566,"{'Sc': 1.0, 'Zn': 1.0}",0.0,-0.3750327949999997
mp-11567,"{'Sc': 1.0, 'Zn': 12.0}",0.0,-0.12390423076923085
mp-11578,"{'Zn': 3.0, 'V': 1.0}",0.0,-0.04185885499999964
mp-11585,"{'La': 2.0, 'Ge': 1.0, 'O': 6.0, 'Mg': 1.0}",0.016045999000000144,-3.27768561325
mp-11596,"{'Pt': 3.0, 'Pr': 1.0, 'B': 1.0}",0.0,-0.8625751473333324
mp-1161,"{'La': 1.0, 'Se': 1.0}",0.0,-2.001123728046875
mp-11623,"{'La': 1.0, 'In': 1.0, 'O': 3.0}",0.006926303624999797,-2.9540091602500005
mp-11651,"{'Yb': 3.0, 'Sn': 1.0, 'O': 1.0}",0.0,-1.9300687002500003
mp-11652,"{'Yb': 3.0, 'Pb': 1.0, 'O': 1.0}",0.0,-1.8580253722500004
mp-11653,"{'P': 1.0, 'O': 4.0, 'B': 1.0}",0.038977581111108606,-2.743599778849207
mp-11693,"{'Te': 1.0, 'Pt': 1.0}",0.0,-0.34650880750000024
mp-11698,{'Tb': 1.0},0.0,0.0
mp-11706,"{'Ho': 2.0, 'Hg': 1.0, 'O': 4.0}",0.003209880714285518,-3.0752284242857137
mp-11723,"{'Er': 1.0, 'C': 2.0, 'Ni': 1.0}",0.0,-0.34322093687499944
mp-11734,"{'Re': 1.0, 'Mg': 1.0, 'O': 6.0, 'Sr': 2.0}",0.0,-2.885687952750001
mp-11737,"{'Li': 4.0, 'Si': 1.0, 'O': 4.0}",0.0,-2.6871975622222215
mp-11739,"{'La': 1.0, 'Te': 2.0, 'K': 1.0}",0.0,-1.499470944375
mp-11740,"{'Te': 2.0, 'K': 1.0, 'Nd': 1.0}",0.0,-1.41719739875
mp-11743,"{'Li': 1.0, 'Y': 1.0, 'Ga': 4.0}",0.0,-0.4997366833333334
mp-11750,"{'Si': 2.0, 'Ti': 6.0, 'B': 1.0}",0.0,-0.6540858440740749
mp-11754,"{'Sc': 6.0, 'Te': 2.0, 'Os': 1.0}",0.0,-0.7169834894444441
mp-11755,"{'Sb': 2.0, 'Lu': 6.0, 'Mo': 1.0}",0.0,-0.5293872399999999
mp-11771,"{'Se': 4.0, 'Co': 1.0, 'Sn': 1.0, 'Cu': 2.0}",0.051645202687499385,-0.2281968049218745
mp-11784,"{'La': 1.0, 'Yb': 1.0, 'Se': 3.0}",0.19437660700000148,-1.70221587065625
mp-11787,"{'Se': 3.0, 'Yb': 1.0, 'Nd': 1.0}",0.18187543412812526,-1.63325181115625
mp-11788,"{'Yb': 1.0, 'Sm': 1.0, 'Se': 3.0}",0.17768342692812397,-1.63042080915625
mp-11798,"{'Fe': 3.0, 'Pt': 1.0}",0.03732866000000001,-0.08243235500000079
mp-11816,"{'Cd': 1.0, 'Ge': 1.0, 'Ba': 1.0}",0.0,-0.4701473549999997
mp-11832,{'Cs': 1.0},0.003079639999999939,0.003079639999999939
mp-11854,"{'Er': 5.0, 'Ge': 3.0}",0.0,-0.8012153293750002
mp-11855,"{'Er': 1.0, 'Mn': 2.0}",0.08700289583333376,0.07731216158046078
mp-11859,"{'Au': 2.0, 'La': 1.0, 'Si': 2.0}",0.0,-0.6580054874999994
mp-11869,"{'Pd': 1.0, 'Hf': 1.0, 'Sn': 1.0}",0.0,-0.7236059649999996
mp-1187,"{'Ir': 2.0, 'Th': 1.0}",0.0,-0.8119793033333332
mp-11879,"{'Sn': 3.0, 'Ni': 1.0, 'Ba': 1.0}",0.0,-0.4669708979999996
mp-1189,"{'Al': 2.0, 'Pr': 1.0}",0.0,-0.485012633333333
mp-11892,"{'Ru': 1.0, 'Na': 1.0, 'Nd': 2.0, 'O': 6.0}",0.0,-2.7452452777500014
